Sect Index,Sect Name,RSQSim,UCERF3
0,"Airport Lake, Subsection 0",7.1628394173162055,6.984713285643797
1,"Airport Lake, Subsection 1",7.162031540501552,6.976343248590321
2,"Airport Lake, Subsection 2",7.155898453868511,6.976558419572255
3,"Airport Lake, Subsection 3",7.158393576037906,6.982901215549751
4,"Airport Lake, Subsection 4",7.156215637481925,7.005265939056322
5,"Airport Lake, Subsection 5",7.173310641618881,7.08147142822321
6,"Almanor 2011 CFM, Subsection 0",7.00369737042303,6.778199409017018
7,"Almanor 2011 CFM, Subsection 1",6.98566543422597,6.769017501636649
8,"Almanor 2011 CFM, Subsection 2",6.963169526696321,6.76178891285183
9,"Almanor 2011 CFM, Subsection 3",6.962520900615486,6.72242607251981
10,"Almanor 2011 CFM, Subsection 4",6.961607976528776,6.713362265071925
11,"Almanor 2011 CFM, Subsection 5",7.009528535643408,6.715508566981724
12,"Almanor 2011 CFM, Subsection 6",7.008286656861344,6.542991189066157
13,"Anacapa-Dume alt 1, Subsection 0",7.261386626356807,7.664783875728094
14,"Anacapa-Dume alt 1, Subsection 1",7.259793819980779,7.664472339825109
15,"Anacapa-Dume alt 1, Subsection 2",7.261918931138245,7.665474162812062
16,"Anacapa-Dume alt 1, Subsection 3",7.269300902852713,7.634178563185547
17,"Anacapa-Dume alt 1, Subsection 4",7.3001661840533965,7.642285990982098
18,"Anaheim, Subsection 0",7.245,7.613666906209872
19,"Anaheim, Subsection 1",7.205,7.609500894432368
20,"Anaheim, Subsection 2",7.702032932012803,7.609509454070276
21,"Antelope Valley 2011, Subsection 0",7.1928784029153245,6.85535649016967
22,"Antelope Valley 2011, Subsection 1",7.191629223400144,6.851885391528936
23,"Antelope Valley 2011, Subsection 2",7.190770048324806,6.749158681738356
24,"Antelope Valley 2011, Subsection 3",7.189255517841624,6.749158681738356
25,"Antelope Valley 2011, Subsection 4",7.190882760005462,6.851885391528935
26,"Antelope Valley 2011, Subsection 5",7.191120464727498,6.85535649016967
27,"Ash Hill, Subsection 0",6.897576030695019,6.8209195431745036
28,"Ash Hill, Subsection 1",7.371378054161232,6.757089690477432
29,"Ash Hill, Subsection 2",7.0355018841535,6.753821128305235
30,"Ash Hill, Subsection 3",7.06089328896139,6.751762103263827
31,"Ash Hill, Subsection 4",7.256175090247659,6.751762103263828
32,"Ash Hill, Subsection 5",6.937630017167694,6.753821128305236
33,"Ash Hill, Subsection 6",7.271747395431123,6.757089690477434
34,"Ash Hill, Subsection 7",7.251324407114897,6.820919543174505
35,"Baker, Subsection 0",6.951303261329405,7.782831761891968
36,"Baker, Subsection 1",6.951303261329405,7.778916338869573
37,"Baker, Subsection 2",6.951303261329405,7.774982735341211
38,"Baker, Subsection 3",6.816754268356162,7.7711189554219375
39,"Baker, Subsection 4",6.817795783441364,7.768445280738095
40,"Baker, Subsection 5",6.817795783441364,7.766993967700591
41,"Baker, Subsection 6",6.816304091576228,7.765646692618647
42,"Baker, Subsection 7",6.815437715744316,7.764140818941635
43,"Baker, Subsection 8",6.812076625578522,7.762288600454049
44,"Baker, Subsection 9",6.666399511135465,7.760188832112902
45,"Baker, Subsection 10",6.811599585644042,7.75723116951414
46,"Baker, Subsection 11",6.810313030815006,7.757050729208456
47,"Baker, Subsection 12",7.330927515152844,7.757042619157234
48,"Baker, Subsection 13",7.228810211566058,7.75734565563192
49,"Bartlett Springs 2011 CFM, Subsection 0",7.480252601817541,7.652854294963522
50,"Bartlett Springs 2011 CFM, Subsection 1",7.452788490638388,7.653912706183937
51,"Bartlett Springs 2011 CFM, Subsection 2",7.347243241120803,7.6579120714357325
52,"Bartlett Springs 2011 CFM, Subsection 3",7.343120049448104,7.662475361553411
53,"Bartlett Springs 2011 CFM, Subsection 4",7.317331355984337,7.667716578163698
54,"Bartlett Springs 2011 CFM, Subsection 5",7.279120810051202,7.672339430702827
55,"Bartlett Springs 2011 CFM, Subsection 6",7.286203243850774,7.675976580057169
56,"Bartlett Springs 2011 CFM, Subsection 7",7.270110956273476,7.678847187067588
57,"Bartlett Springs 2011 CFM, Subsection 8",7.295764938056683,7.682092492001642
58,"Bartlett Springs 2011 CFM, Subsection 9",7.292226328188495,7.684905746801016
59,"Bartlett Springs 2011 CFM, Subsection 10",7.298674931859956,7.687461522896469
60,"Bartlett Springs 2011 CFM, Subsection 11",7.2963327114428225,7.689899004698408
61,"Bartlett Springs 2011 CFM, Subsection 12",7.306006720982276,7.6917082358843505
62,"Bartlett Springs 2011 CFM, Subsection 13",7.358793873916728,7.693122628824756
63,"Bartlett Springs 2011 CFM, Subsection 14",7.293344088842037,7.6944484022736
64,"Bartlett Springs 2011 CFM, Subsection 15",7.240908839507074,7.695772639795705
65,"Bartlett Springs 2011 CFM, Subsection 16",7.24397870573959,7.696600877603451
66,"Bartlett Springs 2011 CFM, Subsection 17",7.229635848060052,7.697426975146462
67,"Bartlett Springs 2011 CFM, Subsection 18",7.213877219969621,7.697931274632457
68,"Bartlett Springs 2011 CFM, Subsection 19",7.213520030245147,7.69820613455237
69,"Bartlett Springs 2011 CFM, Subsection 20",7.2051427861626465,7.697715949423456
70,"Bartlett Springs 2011 CFM, Subsection 21",7.213852729746014,7.697880337001577
71,"Bartlett Springs 2011 CFM, Subsection 22",7.256120276955867,7.699605082627926
72,"Battle Creek 2011 CFM, Subsection 0",7.336424668290169,7.1734127274744734
73,"Battle Creek 2011 CFM, Subsection 1",7.336779225134092,7.1701132526027775
74,"Battle Creek 2011 CFM, Subsection 2",7.336779225134092,7.086658279490053
75,"Battle Creek 2011 CFM, Subsection 3",7.336779225134092,7.085542932846616
76,"Battle Creek 2011 CFM, Subsection 4",7.336779225134092,7.086658279490053
77,"Battle Creek 2011 CFM, Subsection 5",7.336779225134092,7.1701132526027775
78,"Battle Creek 2011 CFM, Subsection 6",7.336779225134092,7.1734127274744734
79,"Bear River fault zone, Subsection 0",NaN,7.189474576495719
80,"Bear River fault zone, Subsection 1",NaN,7.1818086543785675
81,"Bear River fault zone, Subsection 2",NaN,7.185911107492322
82,"Bear River fault zone, Subsection 3",6.805000000000001,7.193167933447603
83,"Bear River fault zone, Subsection 4",6.805000000000001,7.2033528229153765
84,"Bear River fault zone, Subsection 5",NaN,7.205979924454298
85,"Bear River fault zone, Subsection 6",NaN,7.220331077965799
86,"Bear River fault zone, Subsection 7",6.685,7.223516952030207
87,"Bear River fault zone, Subsection 8",6.685,7.225586063936045
88,"Bear River fault zone, Subsection 9",6.685,7.225529079308223
89,"Bear River fault zone, Subsection 10",7.346651736904017,7.226936643811594
90,"Bennett Valley 2011 CFM, Subsection 0",7.3636519813727865,7.710005112778248
91,"Bennett Valley 2011 CFM, Subsection 1",7.371799015835594,7.709233404423093
92,"Bennett Valley 2011 CFM, Subsection 2",7.359778876226817,7.70258889493182
93,"Bennett Valley 2011 CFM, Subsection 3",7.389624893107475,7.696991401614829
