Min Mag,Mean,Standard Deviation,COV
6.0,0.9554363,0.26119998,0.27338293
6.5,0.91563624,0.21239845,0.23196816
7.0,0.80338454,0.19239554,0.23948127
7.5,0.39123315,0.09313367,0.23805158
