Min Mag,Mean,Standard Deviation,COV
6.0,0.9977015,0.95806396,0.9602711
6.5,0.99700904,0.68724424,0.6893059
7.0,0.9949479,0.57335,0.57626134
7.5,0.9902503,0.5232885,0.52844065
