Magnitude,Mean,Standard Deviation
10.0,1.1183801,0.57681704
30.0,1.5957825,0.49672273
50.0,1.9118546,0.51055336
70.0,2.1095953,0.5589102
90.0,2.1905322,0.55318934
110.0,2.2325077,0.5144484
130.0,2.3844872,0.613989
150.0,2.6152349,0.6493525
170.0,2.4296715,0.5011025
190.0,2.5026762,0.5326603
210.0,4.15476,0.96302176
