Min Mag,Mean,Standard Deviation,COV
6.0,0.99760276,0.60704494,0.60850364
6.5,0.9972247,0.44277743,0.4440097
7.0,0.9952193,0.3912739,0.39315346
7.5,0.992585,0.47446015,0.47800454
