Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
HOG,191.00,0.005235602,398.37,0.002510237,270,406.80,0.0024582208,264.39
FRA,119.00,0.008403362,107713.20,0.0,0,∞,0.0,0
COA,181.00,0.005524862,251.13,0.0039820177,428,255.25,0.00391771,421.07
SCZ,106.00,0.009433962,179.61,0.005567726,600,190.71,0.005243452,565.08
TYS,329.00,0.0030395137,116.15,0.008609306,928,184.44,0.0054219556,584.15
TOTAL,31.61,0.0316373,48.39,0.02066419,2226,58.75,0.017022109,1833.23
