Min Mag,Mean,Standard Deviation,COV
6.0,0.9975749,0.4430441,0.44412112
6.5,0.99709773,0.37947166,0.3805762
7.0,0.9953466,0.36577293,0.367483
7.5,0.9903967,0.47106922,0.4756369
