Magnitude,Mean,Standard Deviation
10.0,2.0776064,1.1987406
30.0,1.7055662,0.4391347
50.0,1.8979686,0.40232688
70.0,2.017049,0.38444245
90.0,2.0895653,0.3720973
110.0,2.125871,0.3649582
130.0,2.179379,0.34806004
150.0,2.1758378,0.31235155
170.0,2.171455,0.28399384
190.0,2.1719203,0.26069048
210.0,2.1772633,0.22610363
