Min Mag,Mean,Standard Deviation,COV
6.0,0.9998561,0.32297683,0.3230233
6.5,0.9998298,0.306649,0.30670118
7.0,0.999574,0.31621674,0.3163515
7.5,0.9980327,0.4714468,0.4723761
