Min Mag,Mean,Standard Deviation,COV
6.0,0.99981403,0.4559668,0.45605162
6.5,0.9998146,0.3674938,0.36756194
7.0,0.99964887,0.34209397,0.34221414
7.5,0.9983821,0.5053786,0.5061976
