Magnitude,Mean,Standard Deviation
10.0,1.9893657,1.1862634
30.0,1.5591954,0.4068448
50.0,1.733601,0.36970383
70.0,1.8414985,0.3516392
90.0,1.9136872,0.34109938
110.0,1.9525907,0.32906175
130.0,1.9989008,0.31231016
150.0,2.00367,0.2806841
170.0,2.0039294,0.25535607
190.0,2.0027778,0.23711446
210.0,2.009574,0.21033852
