Magnitude,Mean,Standard Deviation
10.0,2.4186194,1.2940372
30.0,1.9022039,0.49595773
50.0,2.1062374,0.4590161
70.0,2.2349803,0.45084688
90.0,2.3205364,0.44409853
110.0,2.357518,0.43794164
130.0,2.4274151,0.42809433
150.0,2.426172,0.39249638
170.0,2.4136243,0.35329747
190.0,2.3994272,0.31991324
210.0,2.5247917,0.27518195
