Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9707219,0.74500066,0.9754677,0.7642749,0.72878754
20.00,0.89257693,0.55502594,0.9085332,0.5841161,0.53113127
30.00,0.78635985,0.4134947,0.8153998,0.44642526,0.3870819
40.00,0.6643443,0.30805382,0.70665365,0.3411916,0.28210047
50.00,0.5325506,0.2295003,0.5868132,0.26076418,0.2055913
60.00,0.40544575,0.17097786,0.46816748,0.1992955,0.14983238
70.00,0.28672627,0.12737861,0.3521922,0.15231654,0.10919597
80.00,0.19131814,0.09489715,0.25369477,0.11641171,0.079580665
90.00,0.1191373,0.07069844,0.17368475,0.08897054,0.057997398
100.00,0.07050177,0.052670382,0.116734944,0.06799795,0.04226778
110.00,0.03746981,0.03923947,0.07260067,0.051969126,0.030804234
120.00,0.016740302,0.02923343,0.041091442,0.0397187,0.022449743
130.00,0.006187203,0.021778924,0.018907068,0.030356003,0.016361093
140.00,0.0012930736,0.016225312,0.008030395,0.02320033,0.011923761
150.00,0.0,0.0120878685,0.0032428568,0.01773143,0.008689889
160.00,0.0,0.009005469,0.0013041849,0.013551686,0.0063330824
170.00,0.0,0.0067090807,5.982333E-4,0.010357213,0.0046154717
180.00,0.0,0.0049982695,2.2896598E-4,0.007915758,0.0033636983
190.00,0.0,0.0037237138,7.998704E-5,0.0060498146,0.0024514215
200.00,0.0,0.0027741692,3.413805E-5,0.0046237214,0.0017865654
210.00,0.0,0.0020667578,2.0002817E-5,0.003533794,0.0013020267
220.00,0.0,0.0015397359,0.0,0.00270079,9.489008E-4
