Min Mag,Mean,Standard Deviation,COV
6.0,0.9995053,0.75509155,0.75546527
6.5,0.99937093,0.59958637,0.5999638
7.0,0.99890333,0.50498164,0.505536
7.5,0.9981875,0.48672494,0.48760876
