Magnitude,Mean,Standard Deviation
10.0,2.4979968,1.3152024
30.0,1.7839565,0.4665876
50.0,1.975834,0.42271572
70.0,2.0933359,0.39958957
90.0,2.1652832,0.38752422
110.0,2.2030053,0.37871325
130.0,2.2570896,0.3613248
150.0,2.2568836,0.32697693
170.0,2.2515864,0.29599565
190.0,2.248225,0.27374703
210.0,2.254552,0.24072598
