Magnitude,Mean,Standard Deviation
10.0,1.628804,0.8338421
30.0,1.733831,0.45558473
50.0,1.9203737,0.4120858
70.0,2.0415425,0.38317165
90.0,2.113427,0.36941454
110.0,2.147078,0.35728633
130.0,2.1949592,0.3382326
150.0,2.2047095,0.30625856
170.0,2.2182603,0.288135
190.0,2.2305012,0.26926038
210.0,2.258554,0.23914908
