Min Mag,Mean,Standard Deviation,COV
6.0,0.99933136,0.31688246,0.31709448
6.5,0.9992879,0.30293807,0.30315393
7.0,0.99861026,0.30994996,0.31038132
7.5,0.99583465,0.424325,0.42609984
