Min Mag,Mean,Standard Deviation,COV
6.0,0.9991435,0.40831026,0.4086603
6.5,0.9992137,0.35343125,0.35370937
7.0,0.998609,0.33208087,0.33254343
7.5,0.9961326,0.434974,0.43666276
