Min Mag,Mean,Standard Deviation,COV
6.0,0.9987756,0.76880014,0.76974255
6.5,0.99861896,0.60222924,0.6030621
7.0,0.99855405,0.49791774,0.49863875
7.5,0.9964636,0.46069312,0.4623281
