Min Mag,Mean,Standard Deviation,COV
6.0,1.001689,0.35237405,0.3517799
6.5,0.8434568,0.23577227,0.2795309
7.0,0.7319551,0.2090364,0.28558636
7.5,0.72727275,0.23960768,0.32946053
