Min Mag,Mean,Standard Deviation,COV
6.0,0.9984015,0.42764524,0.4283299
6.5,0.6971365,0.26378357,0.3783815
7.0,0.46988812,0.17611901,0.37481052
7.5,0.2208046,0.080153644,0.36300713
