Magnitude,Mean,Standard Deviation
10.0,2.0518177,1.206477
30.0,1.6074462,0.4190782
50.0,1.7910702,0.3799943
70.0,1.9022936,0.36412978
90.0,1.9738703,0.35317758
110.0,2.012946,0.3402933
130.0,2.059256,0.32200462
150.0,2.0639822,0.2943147
170.0,2.0597522,0.27028826
190.0,2.0580978,0.24805051
210.0,2.0692098,0.2203938
