Min Mag,Mean,Standard Deviation,COV
6.0,0.999732,0.4453618,0.44548115
6.5,0.99973226,0.36453632,0.36463392
7.0,0.99962234,0.33903658,0.33916467
7.5,0.99876136,0.4989201,0.49953887
