Min Mag,Mean,Standard Deviation,COV
6.0,0.99957526,0.8028803,0.8032214
6.5,0.99952346,0.6161571,0.61645085
7.0,0.9991711,0.5212972,0.52172965
7.5,0.9986311,0.4957752,0.49645478
