Magnitude,Mean,Standard Deviation
10.0,1.9789658,1.1960186
30.0,1.5316019,0.3971686
50.0,1.6987776,0.36066177
70.0,1.8027904,0.3407646
90.0,1.8748053,0.32714596
110.0,1.8989589,0.31880936
130.0,1.9459617,0.30360582
150.0,1.9478496,0.2759637
170.0,1.947302,0.2523531
190.0,1.9463941,0.23460518
210.0,1.9508728,0.2071483
