Sect Index,Sect Name,RSQSim,UCERF3
0,"Airport Lake, Subsection 0",7.42048957439497,6.984713285643797
1,"Airport Lake, Subsection 1",7.42048957439497,6.976343248590321
2,"Airport Lake, Subsection 2",7.42048957439497,6.976558419572255
3,"Airport Lake, Subsection 3",7.42048957439497,6.982901215549751
4,"Airport Lake, Subsection 4",7.42048957439497,7.005265939056322
5,"Airport Lake, Subsection 5",7.42048957439497,7.08147142822321
6,"Almanor 2011 CFM, Subsection 0",7.2000654006175635,6.778199409017018
7,"Almanor 2011 CFM, Subsection 1",7.195751352175047,6.769017501636649
8,"Almanor 2011 CFM, Subsection 2",7.196363519642049,6.76178891285183
9,"Almanor 2011 CFM, Subsection 3",7.202870957703691,6.72242607251981
10,"Almanor 2011 CFM, Subsection 4",7.2021556675492855,6.713362265071925
11,"Almanor 2011 CFM, Subsection 5",7.199693646774982,6.715508566981724
12,"Almanor 2011 CFM, Subsection 6",7.205810656782779,6.542991189066157
13,"Anacapa-Dume alt 1, Subsection 0",7.447391664068899,7.664783875728094
14,"Anacapa-Dume alt 1, Subsection 1",7.439723045567487,7.664472339825109
15,"Anacapa-Dume alt 1, Subsection 2",7.4407020793911585,7.665474162812062
16,"Anacapa-Dume alt 1, Subsection 3",7.4479117377768995,7.634178563185547
17,"Anacapa-Dume alt 1, Subsection 4",7.449525927003893,7.642285990982098
18,"Anaheim, Subsection 0",7.7361793924894116,7.613666906209872
19,"Anaheim, Subsection 1",7.737185906105754,7.609500894432368
20,"Anaheim, Subsection 2",7.635044088836871,7.609509454070276
21,"Antelope Valley 2011, Subsection 0",7.371104686359311,6.85535649016967
22,"Antelope Valley 2011, Subsection 1",7.367579601105669,6.851885391528936
23,"Antelope Valley 2011, Subsection 2",7.365234534878802,6.749158681738356
24,"Antelope Valley 2011, Subsection 3",7.363168565455706,6.749158681738356
25,"Antelope Valley 2011, Subsection 4",7.366930236512115,6.851885391528935
26,"Antelope Valley 2011, Subsection 5",7.3698042360070115,6.85535649016967
