Min Mag,Mean,Standard Deviation,COV
6.0,0.99966663,0.28692886,0.28702456
6.5,0.99960697,0.27273855,0.27284577
7.0,0.9991504,0.29142198,0.2916698
7.5,0.99463636,0.5418691,0.54479116
