Magnitude,Mean,Standard Deviation
10.0,2.5303345,1.5697392
30.0,2.1527586,1.1353501
50.0,2.4800255,1.2389528
70.0,2.8283215,1.3515161
90.0,3.072542,1.4243505
110.0,3.1188567,1.4520737
130.0,3.1790702,1.4704946
150.0,3.2529404,1.4387246
170.0,3.31118,1.3312318
190.0,2.9771285,1.0419599
210.0,2.6840193,0.7889112
