Min Mag,Mean,Standard Deviation,COV
6.0,0.9992348,0.3423627,0.3426249
6.5,0.9992481,0.29355195,0.29377282
7.0,0.99878937,0.2970363,0.2973963
7.5,0.9943051,0.40649882,0.40882707
