Magnitude,Mean,Standard Deviation
10.0,2.881485,1.6414924
30.0,2.2129676,1.168505
50.0,2.530491,1.2681825
70.0,2.9068217,1.3905227
90.0,3.1743343,1.4454808
110.0,3.2609322,1.4753745
130.0,3.3852274,1.5547998
150.0,3.5335684,1.5663011
170.0,3.7557843,1.4918982
190.0,3.3449764,1.3420271
210.0,3.0528514,0.98175085
