Min Mag,Mean,Standard Deviation,COV
6.0,0.9997644,0.474572,0.47468382
6.5,0.9998033,0.3638013,0.3638729
7.0,0.99975556,0.34042755,0.34051076
7.5,0.9989451,0.4873584,0.48787305
