Min Mag,Mean,Standard Deviation,COV
6.0,1.0048928,0.42568907,0.4236164
6.5,0.8500644,0.25132114,0.29564953
7.0,0.7381127,0.21247236,0.287859
7.5,0.66033214,0.25665718,0.3886789
