Min Mag,Mean,Standard Deviation,COV
6.0,0.9997074,0.3327621,0.3328595
6.5,0.9997044,0.30355713,0.30364686
7.0,0.999619,0.30746293,0.3075801
7.5,0.99868244,0.47789946,0.47852996
