Min Mag,Mean,Standard Deviation,COV
6.0,0.99968517,0.8971494,0.89743197
6.5,0.9995988,0.6378209,0.6380769
7.0,0.99958676,0.5452409,0.5454663
7.5,0.9987344,0.52572316,0.5263893
