Min Mag,Mean,Standard Deviation,COV
6.0,0.9552777,0.37788916,0.39558044
6.5,0.85073566,0.24474072,0.28768128
7.0,0.78876513,0.20873897,0.26464018
7.5,0.6192919,0.16324511,0.2635996
