Magnitude,Mean,Standard Deviation
10.0,1.9916581,1.1684539
30.0,1.6688824,0.42528844
50.0,1.859171,0.38993114
70.0,1.9764639,0.37459162
90.0,2.0509596,0.36534098
110.0,2.0834186,0.35752517
130.0,2.1365256,0.3407756
150.0,2.140705,0.31253088
170.0,2.1392317,0.28534007
190.0,2.1297805,0.26186287
210.0,2.1407235,0.23034766
