Magnitude,Mean,Standard Deviation
10.0,2.119972,1.217645
30.0,1.7217776,0.44189978
50.0,1.9196094,0.40389323
70.0,2.040691,0.38451016
90.0,2.1151464,0.3709295
110.0,2.1497676,0.3612395
130.0,2.1999915,0.34285754
150.0,2.2064252,0.30955657
170.0,2.1987646,0.2849861
190.0,2.2127202,0.26527914
210.0,2.2204742,0.23949583
