
X-Axis: Average Normalized Interevent Time
Y-Axis: Probability
Number of Data Sets: 3


DATASET #1

     Name: Bruce 2624 Histogram
   Points: 41
     Info: 

Data[x,y]:
0.05	  0.033374913
0.15	  0.019830188
0.25	  0.01871152
0.35	  0.021415638
0.45	  0.027137741
0.55	  0.035435192
0.65	  0.046895497
0.75	  0.06266951
0.85	  0.08417367
0.95	  0.1078347
1.05	  0.12554827
1.15	  0.11423283
1.25	  0.09107078
1.35	  0.06831113
1.45	  0.048810914
1.55	  0.033656593
1.65	  0.02215605
1.75	  0.013319383
1.85	  0.00854694
1.95	  0.005158746
2.05	  0.0030179871
2.15	  0.0022051428
2.25	  0.001657881
2.35	  0.0011589071
2.45	  8.691803E-4
2.55	  5.9554947E-4
2.65	  4.909259E-4
2.75	  4.265422E-4
2.85	  2.2534304E-4
2.95	  2.0924711E-4
3.05	  1.1267152E-4
3.15	  1.2876745E-4
3.25	  1.2876745E-4
3.35	  8.047966E-5
3.45	  8.8527624E-5
3.55	  6.438373E-5
3.65	  3.2191863E-5
3.75	  4.023983E-5
3.85	  8.047966E-6
3.95	  4.023983E-5
4.05	  1.2876745E-4



DATASET #2

     Name: Log-Normal Fit
   Points: 401
     Info: 

Data[x,y]:
0.005	  0.0
0.015	  1.04615813E-19
0.025	  5.236864E-16
0.035	  1.2693514E-13
0.045	  6.4818133E-12
0.055	  1.2927272E-10
0.065	  1.3833923E-9
0.075	  9.554555E-9
0.085	  4.783514E-8
0.095	  1.8754538E-7
0.105	  6.075473E-7
0.115	  1.6900658E-6
0.125	  4.1538297E-6
0.135	  9.216863E-6
0.145	  1.8773579E-5
0.155	  3.556608E-5
0.165	  6.332864E-5
0.175	  1.06886844E-4
0.185	  1.7219812E-4
0.195	  2.6632668E-4
0.205	  3.973524E-4
0.215	  5.742193E-4
0.225	  8.065328E-4
0.235	  0.0011043198
0.245	  0.001477764
0.255	  0.001936932
0.265	  0.0024915033
0.275	  0.0031505146
0.285	  0.0039221304
0.295	  0.004813442
0.305	  0.0058303075
0.315	  0.006977225
0.325	  0.008257249
0.335	  0.009671947
0.345	  0.011221382
0.355	  0.012904144
0.365	  0.014717395
0.375	  0.016656948
0.385	  0.018717365
0.395	  0.020892065
0.405	  0.02317345
0.415	  0.02555304
0.425	  0.028021606
0.435	  0.030569306
0.445	  0.033185825
0.455	  0.0358605
0.465	  0.038582455
0.475	  0.04134071
0.485	  0.044124287
0.495	  0.046922334
0.505	  0.049724188
0.515	  0.052519467
0.525	  0.05529815
0.535	  0.058050618
0.545	  0.06076772
0.555	  0.063440815
0.565	  0.066061795
0.575	  0.06862311
0.585	  0.07111781
0.595	  0.07353952
0.605	  0.07588246
0.615	  0.07814145
0.625	  0.08031191
0.635	  0.08238982
0.645	  0.08437173
0.655	  0.08625474
0.665	  0.08803648
0.675	  0.08971507
0.685	  0.09128912
0.695	  0.0927577
0.705	  0.0941203
0.715	  0.09537682
0.725	  0.09652752
0.735	  0.09757303
0.745	  0.09851428
0.755	  0.09935252
0.765	  0.100089245
0.775	  0.1007262
0.785	  0.10126535
0.795	  0.10170886
0.805	  0.10205906
0.815	  0.102318436
0.825	  0.1024896
0.835	  0.10257527
0.845	  0.10257827
0.855	  0.1025015
0.865	  0.10234789
0.875	  0.102120444
0.885	  0.1018222
0.895	  0.10145618
0.905	  0.10102545
0.915	  0.10053304
0.925	  0.09998197
0.935	  0.09937526
0.945	  0.09871587
0.955	  0.098006725
0.965	  0.097250715
0.975	  0.09645067
0.985	  0.09560936
0.995	  0.0947295
1.005	  0.09381373
1.015	  0.09286464
1.025	  0.091884725
1.035	  0.09087642
1.045	  0.08984208
1.055	  0.088783994
1.065	  0.08770435
1.075	  0.08660529
1.085	  0.08548885
1.095	  0.084356986
1.105	  0.0832116
1.115	  0.0820545
1.125	  0.08088742
1.135	  0.07971202
1.145	  0.07852987
1.155	  0.077342495
1.165	  0.07615133
1.175	  0.07495772
1.185	  0.07376298
1.195	  0.072568335
1.205	  0.071374945
1.215	  0.07018391
1.225	  0.068996266
1.235	  0.06781299
1.245	  0.06663498
1.255	  0.06546313
1.265	  0.06429823
