Min Mag,Mean,Standard Deviation,COV
6.0,0.9976514,0.450291,0.45135105
6.5,0.99739414,0.38289565,0.38389602
7.0,0.9959466,0.358914,0.36037475
7.5,0.9978521,0.4619317,0.46292603
