Min Mag,Mean,Standard Deviation,COV
6.0,0.9970477,0.61783236,0.61966175
6.5,0.99699545,0.44460672,0.4459466
7.0,0.99571025,0.3908514,0.39253527
7.5,0.99724686,0.4912548,0.49261105
