Magnitude,Mean,Standard Deviation
10.0,2.0550632,1.1958449
30.0,1.6981469,0.43419978
50.0,1.8935363,0.39591002
70.0,2.013876,0.3750833
90.0,2.085874,0.36281058
110.0,2.1204994,0.35638368
130.0,2.1729014,0.33973318
150.0,2.1783268,0.31152606
170.0,2.177711,0.28612438
190.0,2.1894171,0.26788253
210.0,2.221495,0.22898878
