Scenario,Distance (km),Overall Result,Plot File Name,1s Min Criterion,1s Max Criterion,1s GMPE Median,1s Sim Median,1s Sim Std Dev,1s Result,1.1s Min Criterion,1.1s Max Criterion,1.1s GMPE Median,1.1s Sim Median,1.1s Sim Std Dev,1.1s Result,1.2s Min Criterion,1.2s Max Criterion,1.2s GMPE Median,1.2s Sim Median,1.2s Sim Std Dev,1.2s Result,1.3s Min Criterion,1.3s Max Criterion,1.3s GMPE Median,1.3s Sim Median,1.3s Sim Std Dev,1.3s Result,1.5s Min Criterion,1.5s Max Criterion,1.5s GMPE Median,1.5s Sim Median,1.5s Sim Std Dev,1.5s Result,1.7s Min Criterion,1.7s Max Criterion,1.7s GMPE Median,1.7s Sim Median,1.7s Sim Std Dev,1.7s Result,2s Min Criterion,2s Max Criterion,2s GMPE Median,2s Sim Median,2s Sim Std Dev,2s Result,2.2s Min Criterion,2.2s Max Criterion,2.2s GMPE Median,2.2s Sim Median,2.2s Sim Std Dev,2.2s Result,2.4s Min Criterion,2.4s Max Criterion,2.4s GMPE Median,2.4s Sim Median,2.4s Sim Std Dev,2.4s Result,2.6s Min Criterion,2.6s Max Criterion,2.6s GMPE Median,2.6s Sim Median,2.6s Sim Std Dev,2.6s Result,2.8s Min Criterion,2.8s Max Criterion,2.8s GMPE Median,2.8s Sim Median,2.8s Sim Std Dev,2.8s Result,3s Min Criterion,3s Max Criterion,3s GMPE Median,3s Sim Median,3s Sim Std Dev,3s Result
"M6.6, Reverse, Dip=45, Ztor=3",20.0,PASS,bbp_partB_m6p6_reverse_20km.png,0.08643574,0.17990467,0.12470041,0.17746,0.36862662,PASS,0.07668708,0.15961412,0.11063607,0.15188,0.36945713,PASS,0.06875057,0.1430953,0.0991861,0.1324,0.4004889,PASS,0.06217707,0.12941343,0.08970255,0.1151,0.417499,PASS,0.05195168,0.10813061,0.07495043,0.090844,0.42232898,PASS,0.04397393,0.09152598,0.06344097,0.069024,0.41977358,PASS,0.035414528,0.073710695,0.051092364,0.047234,0.41146436,PASS,0.031206142,0.064951494,0.04502095,0.038692,0.45282796,PASS,0.027802417,0.05786709,0.04011041,0.034322,0.49104863,PASS,0.025000121,0.052034475,0.03606755,0.030499,0.4869237,PASS,0.02265806,0.047159784,0.03268867,0.026039,0.4610727,PASS,0.020675305,0.04303294,0.029828161,0.02278,0.43965948,PASS
"M6.6, Reverse, Dip=45, Ztor=3",50.0,PASS,bbp_partB_m6p6_reverse_50km.png,0.034799557,0.07243072,0.05020515,0.063278,0.4423103,PASS,0.031033332,0.06459181,0.044771634,0.054531,0.4289692,PASS,0.027952103,0.058178637,0.04032636,0.049276,0.44948035,PASS,0.025388539,0.05284292,0.03662792,0.045076,0.4575769,PASS,0.021377109,0.044493653,0.03084065,0.033956,0.4627343,PASS,0.018115597,0.03770524,0.02613528,0.028051,0.45209888,PASS,0.014611619,0.03041217,0.02108011,0.021734,0.47402242,PASS,0.012865493,0.02677784,0.018560983,0.01808,0.4692826,PASS,0.011454264,0.023840548,0.01652501,0.01552,0.49774393,PASS,0.01029317,0.021423884,0.014849905,0.013862,0.5163997,PASS,0.009323366,0.019405365,0.013450774,0.012281,0.50596976,PASS,0.008502814,0.017697494,0.012266967,0.011521,0.5224585,PASS
"M6.6, Reverse, Dip=45, Ztor=3",100.0,FAIL,bbp_partB_m6p6_reverse_100km.png,0.016618442,0.034589108,0.023975343,0.047919,0.35834903,FAIL,0.014933362,0.031081837,0.021544287,0.040046,0.36000168,FAIL,0.013544653,0.02819142,0.019540804,0.033664,0.36471382,FAIL,0.012381495,0.02577046,0.017862722,0.029403,0.36679086,FAIL,0.010545277,0.021948613,0.015213619,0.02259,0.40598327,FAIL,0.008969164,0.018668141,0.01293977,0.016595,0.3881652,PASS,0.0072688,0.015129055,0.010486661,0.011937,0.3898059,PASS,0.006398928,0.01331853,0.0092317015,0.010274,0.4183214,PASS,0.0056960215,0.011855522,0.008217622,0.0090149,0.42637557,PASS,0.0051178006,0.010652032,0.0073834257,0.0077822,0.4500622,PASS,0.0046349172,0.009646973,0.0066867718,0.0066585,0.46263194,PASS,0.0042264075,0.008796714,0.0060974173,0.0059961,0.47981122,PASS
