
X-Axis: Magnitude
Y-Axis: Annual Rate
Number of Data Sets: 3


DATASET #1

     Name: mu0_8 Incremental
   Points: 30
     Info: null

Data[x,y]:
6.05	  0.10092217
6.15	  0.08085943
6.25	  0.06811629
6.35	  0.058371533
6.45	  0.04964314
6.55	  0.043137085
6.65	  0.041146245
6.75	  0.037515108
6.85	  0.036997005
6.95	  0.0384036
7.05	  0.030087488
7.15	  0.03305942
7.25	  0.027979799
7.35	  0.029049076
7.45	  0.016184675
7.55	  0.009638932
7.65	  0.009089962
7.75	  0.008044936
7.85	  0.0012037641
7.95	  2.3369778E-4
8.05	  4.409392E-6
8.15	  0.0
8.25	  0.0
8.35	  0.0
8.45	  0.0
8.55	  0.0
8.65	  0.0
8.75	  0.0
8.85	  0.0
8.95	  0.0



DATASET #2

     Name: Cumulative
   Points: 30
     Info: null

Data[x,y]:
6.0	  0.71968776
6.1	  0.6187656
6.2	  0.53790617
6.3	  0.46978986
6.4	  0.41141835
6.5	  0.3617752
6.6	  0.31863812
6.7	  0.27749187
6.8	  0.23997676
6.9	  0.20297976
7.0	  0.16457616
7.1	  0.13448867
7.2	  0.10142925
7.3	  0.07344945
7.4	  0.044400375
7.5	  0.0282157
7.6	  0.01857677
7.7	  0.0094868075
7.8	  0.0014418713
7.9	  2.3810718E-4
8.0	  4.409392E-6
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0



DATASET #3

     Name: G-R B=1
   Points: 100
     Info: minMag=6.0; maxMag=9.0; numMag=100; bValue=1.0; magLower=6.0; magUpper=9.0; totMoRate=7.220323E20; totCumRate=10.668431

Data[x,y]:
6.0	  0.71968776
6.030303	  0.6711832
6.060606	  0.6259477
6.090909	  0.5837609
6.121212	  0.5444174
6.151515	  0.5077255
6.181818	  0.47350648
6.212121	  0.44159374
6.242424	  0.4118318
6.2727275	  0.3840757
6.3030305	  0.3581903
6.3333335	  0.33404946
6.3636365	  0.31153566
6.3939395	  0.2905392
6.4242425	  0.27095783
6.4545455	  0.2526962
6.4848485	  0.23566529
6.5151515	  0.21978225
6.5454545	  0.20496966
6.5757575	  0.19115539
6.6060605	  0.17827216
6.6363635	  0.1662572
6.6666665	  0.15505202
6.6969695	  0.14460205
6.7272725	  0.13485634
6.757576	  0.12576748
6.787879	  0.117291175
6.818182	  0.10938614
6.848485	  0.10201388
6.878788	  0.09513849
6.909091	  0.08872647
6.939394	  0.0827466
6.969697	  0.07716976
7.0	  0.07196878
7.030303	  0.067118324
7.060606	  0.06259477
7.090909	  0.058376092
7.121212	  0.05444174
7.151515	  0.050772548
7.181818	  0.04735065
7.212121	  0.044159375
7.242424	  0.04118318
7.2727275	  0.03840757
7.3030305	  0.03581903
7.3333335	  0.033404946
7.3636365	  0.031153565
7.3939395	  0.029053919
7.4242425	  0.027095782
7.4545455	  0.025269616
7.4848485	  0.02356653
7.5151515	  0.021978224
7.5454545	  0.020496966
7.5757575	  0.01911554
7.6060605	  0.017827215
7.6363635	  0.016625721
7.6666665	  0.015505203
7.6969695	  0.014460204
7.7272725	  0.013485635
7.757576	  0.012576748
7.787879	  0.0117291175
7.818182	  0.010938614
7.848485	  0.010201388
7.878788	  0.009513848
7.909091	  0.008872647
7.939394	  0.00827466
7.969697	  0.007716976
8.0	  0.0071968776
8.030303	  0.0067118322
8.060606	  0.006259477
8.090909	  0.0058376095
8.121212	  0.005444174
8.151515	  0.005077255
8.181818	  0.0047350647
8.212121	  0.0044159372
8.242424	  0.004118318
8.272727	  0.003840757
8.30303	  0.003581903
8.333333	  0.0033404946
8.363636	  0.0031153564
8.393939	  0.0029053919
8.424242	  0.0027095783
8.454545	  0.0025269617
8.484848	  0.0023566529
8.515152	  0.0021978223
8.545455	  0.0020496966
8.575758	  0.0019115539
8.606061	  0.0017827215
8.636364	  0.001662572
8.666667	  0.0015505203
8.69697	  0.0014460204
8.727273	  0.0013485635
8.757576	  0.0012576748
8.787879	  0.0011729117
8.818182	  0.0010938614
8.848485	  0.0010201389
8.878788	  9.513849E-4
8.909091	  8.8726473E-4
8.939394	  8.27466E-4
8.969697	  7.716976E-4
9.0	  7.196878E-4


