Min Mag,Mean,Standard Deviation,COV
6.0,0.99825174,0.44424418,0.44502217
6.5,0.99779415,0.38324282,0.38409007
7.0,0.9963946,0.37099254,0.37233496
7.5,0.993303,0.5414088,0.545059
