Magnitude,Mean,Standard Deviation
10.0,2.172106,1.2513211
30.0,1.7067546,0.45787665
50.0,1.9145414,0.40891376
70.0,2.0414317,0.38987416
90.0,2.1244059,0.39020568
110.0,2.175848,0.39081544
130.0,2.2213926,0.35035604
150.0,2.278024,0.35624132
170.0,2.294044,0.34511846
190.0,2.28801,0.31245244
210.0,2.3075566,0.26389322
