Scenario,Distance (km),Overall Result,Plot File Name,1s Min Criterion,1s Max Criterion,1s GMPE Median,1s Sim Median,1s Sim Std Dev,1s Result,1.1s Min Criterion,1.1s Max Criterion,1.1s GMPE Median,1.1s Sim Median,1.1s Sim Std Dev,1.1s Result,1.2s Min Criterion,1.2s Max Criterion,1.2s GMPE Median,1.2s Sim Median,1.2s Sim Std Dev,1.2s Result,1.3s Min Criterion,1.3s Max Criterion,1.3s GMPE Median,1.3s Sim Median,1.3s Sim Std Dev,1.3s Result,1.5s Min Criterion,1.5s Max Criterion,1.5s GMPE Median,1.5s Sim Median,1.5s Sim Std Dev,1.5s Result,1.7s Min Criterion,1.7s Max Criterion,1.7s GMPE Median,1.7s Sim Median,1.7s Sim Std Dev,1.7s Result,2s Min Criterion,2s Max Criterion,2s GMPE Median,2s Sim Median,2s Sim Std Dev,2s Result,2.2s Min Criterion,2.2s Max Criterion,2.2s GMPE Median,2.2s Sim Median,2.2s Sim Std Dev,2.2s Result,2.4s Min Criterion,2.4s Max Criterion,2.4s GMPE Median,2.4s Sim Median,2.4s Sim Std Dev,2.4s Result,2.6s Min Criterion,2.6s Max Criterion,2.6s GMPE Median,2.6s Sim Median,2.6s Sim Std Dev,2.6s Result,2.8s Min Criterion,2.8s Max Criterion,2.8s GMPE Median,2.8s Sim Median,2.8s Sim Std Dev,2.8s Result,3s Min Criterion,3s Max Criterion,3s GMPE Median,3s Sim Median,3s Sim Std Dev,3s Result
"M6.6, Vertical Strike-Slip with Surface Rupture",20.0,PASS,bbp_partB_m6p6_vert_ss_surface_20km.png,0.046454415,0.09668878,0.06701955,0.0793495,0.3992072,PASS,0.041290533,0.08594083,0.059569646,0.069187,0.4036815,PASS,0.037079167,0.07717543,0.053493932,0.0608715,0.41295093,PASS,0.03358546,0.06990373,0.048453573,0.0534645,0.4226913,PASS,0.028139325,0.058568317,0.040596467,0.042651,0.46186167,PASS,0.024036024,0.050027832,0.034676652,0.0353285,0.4755194,PASS,0.01958763,0.040769085,0.028258976,0.0286515,0.4796832,PASS,0.017453074,0.03639659,0.025228193,0.0260315,0.48501655,PASS,0.015708154,0.032815605,0.022746045,0.023729,0.48230606,PASS,0.014257461,0.029833391,0.020678932,0.0214015,0.4728292,PASS,0.013034052,0.02731447,0.018932946,0.0188915,0.46272916,PASS,0.011989636,0.025160955,0.017440245,0.016896,0.46039608,PASS
"M6.6, Vertical Strike-Slip with Surface Rupture",50.0,PASS,bbp_partB_m6p6_vert_ss_surface_50km.png,0.01872275,0.03896895,0.027011218,0.032448,0.45330888,PASS,0.016732674,0.034826867,0.024140146,0.029542,0.46939126,PASS,0.015101167,0.0314311,0.021786379,0.025873,0.47027966,PASS,0.013741181,0.028600467,0.019824333,0.023116,0.48998347,PASS,0.011607754,0.02416002,0.01674645,0.019444,0.51996624,PASS,0.00993281,0.020673843,0.0143300155,0.015364,0.49734673,PASS,0.008113302,0.016886776,0.011705021,0.012017,0.51578975,PASS,0.0071352124,0.015067963,0.010444316,0.010776,0.52869123,PASS,0.0063456185,0.013579122,0.009412331,0.010013,0.54141474,PASS,0.0056966585,0.012339783,0.008553285,0.009471549,0.53164166,PASS,0.0051551387,0.011293409,0.007827995,0.00858585,0.5186472,PASS,0.004697369,0.010399173,0.0072081573,0.0077739498,0.5186926,PASS
"M6.6, Vertical Strike-Slip with Surface Rupture",100.0,PASS,bbp_partB_m6p6_vert_ss_surface_100km.png,0.008917581,0.018560776,0.012865351,0.014223,0.38776138,PASS,0.008026417,0.016705936,0.011579672,0.013463,0.389713,PASS,0.007290843,0.015174934,0.010518462,0.01188,0.37638113,PASS,0.0066738585,0.013890762,0.009628342,0.0106224995,0.38114113,PASS,0.005698019,0.0118596805,0.008220504,0.0091383,0.44563416,PASS,0.0048918445,0.010181733,0.0070574395,0.0076525994,0.47189012,PASS,0.0040128063,0.008352131,0.005789256,0.0056391,0.49009296,PASS,0.0035796103,0.00745049,0.005164286,0.0050279,0.5045373,PASS,0.0032250995,0.006712622,0.004652835,0.00477725,0.5161345,PASS,0.0029300696,0.006098556,0.004227197,0.0046053994,0.5220962,PASS,0.002681032,0.005580217,0.0038679116,0.0042888,0.51810056,PASS,0.0024682472,0.005137333,0.0035609282,0.0038903498,0.5181235,PASS
