Sect Index,Sect Name,RSQSim,UCERF3
0,"Airport Lake, Subsection 0",7.224851024113156,6.984713285643797
1,"Airport Lake, Subsection 1",7.224360735837964,6.976343248590321
2,"Airport Lake, Subsection 2",7.2217615721729125,6.976558419572255
3,"Airport Lake, Subsection 3",7.2097473316234675,6.982901215549751
4,"Airport Lake, Subsection 4",7.275544820168348,7.005265939056322
5,"Airport Lake, Subsection 5",7.322019565753353,7.08147142822321
6,"Almanor 2011 CFM, Subsection 0",7.206979043419902,6.778199409017018
7,"Almanor 2011 CFM, Subsection 1",7.15721952508271,6.769017501636649
8,"Almanor 2011 CFM, Subsection 2",7.125113192789999,6.76178891285183
9,"Almanor 2011 CFM, Subsection 3",7.098560042173891,6.72242607251981
10,"Almanor 2011 CFM, Subsection 4",7.092598406015602,6.713362265071925
11,"Almanor 2011 CFM, Subsection 5",7.095140976896747,6.715508566981724
12,"Almanor 2011 CFM, Subsection 6",7.097679140408024,6.542991189066157
13,"Anacapa-Dume alt 1, Subsection 0",7.41955786267497,7.664783875728094
14,"Anacapa-Dume alt 1, Subsection 1",7.415973005858678,7.664472339825109
15,"Anacapa-Dume alt 1, Subsection 2",7.420035868793775,7.665474162812062
16,"Anacapa-Dume alt 1, Subsection 3",7.421222166125525,7.634178563185547
17,"Anacapa-Dume alt 1, Subsection 4",7.421222166125525,7.642285990982098
18,"Anaheim, Subsection 0",NaN,7.613666906209872
19,"Anaheim, Subsection 1",7.875,7.609500894432368
20,"Anaheim, Subsection 2",7.709506092313454,7.609509454070276
21,"Antelope Valley 2011, Subsection 0",6.689919111363729,6.85535649016967
22,"Antelope Valley 2011, Subsection 1",6.855754710990834,6.851885391528936
23,"Antelope Valley 2011, Subsection 2",7.101871578306537,6.749158681738356
24,"Antelope Valley 2011, Subsection 3",7.047473226731879,6.749158681738356
25,"Antelope Valley 2011, Subsection 4",7.046477401753056,6.851885391528935
26,"Antelope Valley 2011, Subsection 5",7.0613615744723415,6.85535649016967
27,"Ash Hill, Subsection 0",7.391123982072349,6.8209195431745036
28,"Ash Hill, Subsection 1",7.391123982072349,6.757089690477432
29,"Ash Hill, Subsection 2",7.391123982072349,6.753821128305235
30,"Ash Hill, Subsection 3",7.391123982072349,6.751762103263827
31,"Ash Hill, Subsection 4",7.391123982072349,6.751762103263828
32,"Ash Hill, Subsection 5",7.391655792398007,6.753821128305236
33,"Ash Hill, Subsection 6",7.391535942409492,6.757089690477434
34,"Ash Hill, Subsection 7",7.391535942409492,6.820919543174505
35,"Baker, Subsection 0",7.493668241884282,7.782831761891968
36,"Baker, Subsection 1",7.479432983936587,7.778916338869573
37,"Baker, Subsection 2",7.479432983936587,7.774982735341211
38,"Baker, Subsection 3",7.476599634329845,7.7711189554219375
39,"Baker, Subsection 4",7.476599634329845,7.768445280738095
40,"Baker, Subsection 5",7.474271277686791,7.766993967700591
41,"Baker, Subsection 6",7.470232300880268,7.765646692618647
42,"Baker, Subsection 7",7.44312057739467,7.764140818941635
43,"Baker, Subsection 8",7.438653547385128,7.762288600454049
44,"Baker, Subsection 9",7.433200903654887,7.760188832112902
45,"Baker, Subsection 10",7.431875107170756,7.75723116951414
46,"Baker, Subsection 11",7.431604633878878,7.757050729208456
47,"Baker, Subsection 12",7.4319395494300675,7.757042619157234
48,"Baker, Subsection 13",7.437484912775869,7.75734565563192
49,"Bartlett Springs 2011 CFM, Subsection 0",7.408249370150455,7.652854294963522
50,"Bartlett Springs 2011 CFM, Subsection 1",7.430380729307412,7.653912706183937
51,"Bartlett Springs 2011 CFM, Subsection 2",7.434275468988059,7.6579120714357325
52,"Bartlett Springs 2011 CFM, Subsection 3",7.433798294729679,7.662475361553411
53,"Bartlett Springs 2011 CFM, Subsection 4",7.429265584612177,7.667716578163698
54,"Bartlett Springs 2011 CFM, Subsection 5",7.419458694988442,7.672339430702827
55,"Bartlett Springs 2011 CFM, Subsection 6",7.4308688024550635,7.675976580057169
56,"Bartlett Springs 2011 CFM, Subsection 7",7.470151117449901,7.678847187067588
57,"Bartlett Springs 2011 CFM, Subsection 8",7.497131407217897,7.682092492001642
58,"Bartlett Springs 2011 CFM, Subsection 9",7.4935252204494756,7.684905746801016
59,"Bartlett Springs 2011 CFM, Subsection 10",7.925522080008029,7.687461522896469
60,"Bartlett Springs 2011 CFM, Subsection 11",7.923881448400027,7.689899004698408
61,"Bartlett Springs 2011 CFM, Subsection 12",7.489711849246022,7.6917082358843505
62,"Bartlett Springs 2011 CFM, Subsection 13",7.487411055221911,7.693122628824756
63,"Bartlett Springs 2011 CFM, Subsection 14",7.3514628168358795,7.6944484022736
64,"Bartlett Springs 2011 CFM, Subsection 15",7.325151340299157,7.695772639795705
65,"Bartlett Springs 2011 CFM, Subsection 16",7.306975641282363,7.696600877603451
66,"Bartlett Springs 2011 CFM, Subsection 17",7.301986384480774,7.697426975146462
67,"Bartlett Springs 2011 CFM, Subsection 18",7.298086733586196,7.697931274632457
68,"Bartlett Springs 2011 CFM, Subsection 19",7.295823320871458,7.69820613455237
69,"Bartlett Springs 2011 CFM, Subsection 20",7.2947174906646675,7.697715949423456
70,"Bartlett Springs 2011 CFM, Subsection 21",7.298662917960025,7.697880337001577
71,"Bartlett Springs 2011 CFM, Subsection 22",7.318175937731974,7.699605082627926
72,"Battle Creek 2011 CFM, Subsection 0",NaN,7.1734127274744734
73,"Battle Creek 2011 CFM, Subsection 1",NaN,7.1701132526027775
74,"Battle Creek 2011 CFM, Subsection 2",NaN,7.086658279490053
75,"Battle Creek 2011 CFM, Subsection 3",NaN,7.085542932846616
76,"Battle Creek 2011 CFM, Subsection 4",NaN,7.086658279490053
77,"Battle Creek 2011 CFM, Subsection 5",NaN,7.1701132526027775
78,"Battle Creek 2011 CFM, Subsection 6",NaN,7.1734127274744734
79,"Bear River fault zone, Subsection 0",NaN,7.189474576495719
80,"Bear River fault zone, Subsection 1",NaN,7.1818086543785675
81,"Bear River fault zone, Subsection 2",NaN,7.185911107492322
82,"Bear River fault zone, Subsection 3",NaN,7.193167933447603
83,"Bear River fault zone, Subsection 4",NaN,7.2033528229153765
84,"Bear River fault zone, Subsection 5",NaN,7.205979924454298
85,"Bear River fault zone, Subsection 6",7.065,7.220331077965799
86,"Bear River fault zone, Subsection 7",6.899955472610928,7.223516952030207
87,"Bear River fault zone, Subsection 8",6.898311994537862,7.225586063936045
88,"Bear River fault zone, Subsection 9",6.897164375408246,7.225529079308223
89,"Bear River fault zone, Subsection 10",6.897164375408246,7.226936643811594
90,"Bennett Valley 2011 CFM, Subsection 0",7.157575167115735,7.710005112778248
