Min Mag,Mean,Standard Deviation,COV
6.0,0.998053,0.88736033,0.8890914
6.5,0.9978626,0.6449984,0.64637995
7.0,0.997277,0.5483009,0.549798
7.5,0.9944998,0.50832486,0.51113623
