Magnitude,Mean,Standard Deviation
10.0,2.59059,1.41625
30.0,2.4374287,0.9526255
50.0,2.8387046,0.985294
70.0,3.1696725,1.0256793
90.0,3.3806653,1.0124267
110.0,3.4780014,0.9813497
130.0,3.5710645,0.9738899
150.0,3.576125,0.91573244
170.0,3.542756,0.8323647
190.0,3.5172615,0.7504036
210.0,3.5690007,0.70757973
