Magnitude,Mean,Standard Deviation
10.0,1.7487837,0.83189815
30.0,1.7406211,0.42226467
50.0,1.8725415,0.34983963
70.0,1.9382279,0.3291413
90.0,1.9884975,0.33899128
110.0,2.0306797,0.35380086
130.0,2.0988085,0.37419915
150.0,2.0865455,0.40310618
170.0,2.1325738,0.38303697
190.0,2.1775699,0.35168585
210.0,2.2505276,0.3039417
