Magnitude,Mean,Standard Deviation
10.0,1.777702,1.1355257
30.0,1.3877287,0.36084688
50.0,1.5404109,0.32742113
70.0,1.6325738,0.3088107
90.0,1.6902719,0.29732373
110.0,1.718971,0.2905203
130.0,1.76212,0.2751268
150.0,1.7648959,0.25007185
170.0,1.7650307,0.2314543
190.0,1.7626958,0.21444938
210.0,1.7719786,0.19054571
