Min Mag,Mean,Standard Deviation,COV
6.0,0.9997468,0.32356542,0.32364738
6.5,0.9997387,0.30798844,0.30806896
7.0,0.9995201,0.31195876,0.31210852
7.5,0.99794567,0.44213617,0.44304633
