Min Mag,Mean,Standard Deviation,COV
6.0,0.9995625,0.8205775,0.8209367
6.5,0.99960226,0.62106895,0.6213161
7.0,0.9993536,0.52365625,0.523995
7.5,0.9983488,0.49326354,0.49407938
