Min Mag,Mean,Standard Deviation,COV
6.0,0.9997059,0.41474223,0.41486424
6.5,0.9996963,0.3580688,0.35817757
7.0,0.9994084,0.34336463,0.34356785
7.5,0.9975453,0.47884643,0.48002476
