Magnitude,Mean,Standard Deviation
10.0,9.986462,1.414563
30.0,1.8290256,0.48675975
50.0,2.01704,0.43574238
70.0,2.1327515,0.41345364
90.0,2.2014875,0.40033504
110.0,2.2376165,0.38824755
130.0,2.2893867,0.3716326
150.0,2.2876754,0.33567363
170.0,2.284509,0.30449602
190.0,2.2802734,0.28346294
210.0,2.2880688,0.25915477
