Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.97232074,0.750002,0.9764206,0.7676571,0.72878754
20.00,0.89652765,0.562503,0.9103953,0.5892974,0.53113127
30.00,0.78872526,0.42187837,0.81555915,0.4523783,0.3870819
40.00,0.66922224,0.31640962,0.7080809,0.3472714,0.28210047
50.00,0.5487209,0.23730786,0.59718347,0.26658535,0.2055913
60.00,0.42740452,0.17798136,0.48319647,0.20464614,0.14983238
70.00,0.3191232,0.13348638,0.3773666,0.15709805,0.10919597
80.00,0.22225146,0.10011505,0.27897748,0.12059744,0.079580665
90.00,0.15080538,0.07508649,0.20212615,0.09257747,0.057997398
100.00,0.098741315,0.05631502,0.14005566,0.07106775,0.04226778
110.00,0.056614187,0.042236377,0.089295514,0.054555662,0.030804234
120.00,0.028113075,0.031677365,0.050874077,0.04188004,0.022449743
130.00,0.011384186,0.02375809,0.02482981,0.03214951,0.016361093
140.00,0.002624414,0.017818615,0.0084073795,0.024679799,0.011923761
150.00,0.0,0.0133639965,0.002947286,0.018945623,0.008689889
160.00,0.0,0.010023024,0.0016558856,0.014543741,0.0063330824
170.00,0.0,0.007517288,8.626651E-4,0.011164606,0.0046154717
180.00,0.0,0.005637981,3.9991824E-4,0.008570588,0.0033636983
190.00,0.0,0.004228497,1.7992455E-4,0.006579273,0.0024514215
200.00,0.0,0.0031713813,4.6453697E-5,0.0050506257,0.0017865654
210.00,0.0,0.0023785422,0.0,0.0038771485,0.0013020267
