Min Mag,Mean,Standard Deviation,COV
6.0,0.9997158,0.40409577,0.40421066
6.5,0.9997184,0.35238826,0.3524875
7.0,0.99956334,0.33871382,0.3388618
7.5,0.9979133,0.48878267,0.48980471
