Min Mag,Mean,Standard Deviation,COV
6.0,0.9997968,0.3170094,0.31707382
6.5,0.99977165,0.30475116,0.30482078
7.0,0.99953246,0.31809077,0.31823957
7.5,0.9979427,0.47649214,0.47747442
