Magnitude,Mean,Standard Deviation
10.0,2.2731884,1.2662117
30.0,1.7847261,0.4623047
50.0,1.9828365,0.4209038
70.0,2.1013687,0.40051782
90.0,2.173326,0.38881195
110.0,2.205336,0.38256738
130.0,2.2587128,0.3670453
150.0,2.2604191,0.33035964
170.0,2.2583532,0.30209586
190.0,2.2544568,0.27533448
210.0,2.2648146,0.24099967
