Min Mag,Mean,Standard Deviation,COV
6.0,0.99964875,0.77412724,0.7743992
6.5,0.9996427,0.60637504,0.60659176
7.0,0.9994758,0.508444,0.5087107
7.5,0.99874717,0.49280766,0.49342582
