Sect Index,Sect Name,RSQSim,UCERF3
0,"Airport Lake, Subsection 0",7.4162295442968595,6.984713285643797
1,"Airport Lake, Subsection 1",7.4162295442968595,6.976343248590321
2,"Airport Lake, Subsection 2",7.4162295442968595,6.976558419572255
3,"Airport Lake, Subsection 3",7.4162295442968595,6.982901215549751
4,"Airport Lake, Subsection 4",7.4162295442968595,7.005265939056322
5,"Airport Lake, Subsection 5",7.4162295442968595,7.08147142822321
6,"Almanor 2011 CFM, Subsection 0",7.2050800289394195,6.778199409017018
7,"Almanor 2011 CFM, Subsection 1",7.201368951056061,6.769017501636649
8,"Almanor 2011 CFM, Subsection 2",7.200938899272812,6.76178891285183
9,"Almanor 2011 CFM, Subsection 3",7.205902782277685,6.72242607251981
10,"Almanor 2011 CFM, Subsection 4",7.204948279097567,6.713362265071925
11,"Almanor 2011 CFM, Subsection 5",7.203868666467608,6.715508566981724
12,"Almanor 2011 CFM, Subsection 6",7.208965903180252,6.542991189066157
13,"Anacapa-Dume alt 1, Subsection 0",7.451929456827899,7.664783875728094
14,"Anacapa-Dume alt 1, Subsection 1",7.448561221887498,7.664472339825109
15,"Anacapa-Dume alt 1, Subsection 2",7.4477430408369605,7.665474162812062
16,"Anacapa-Dume alt 1, Subsection 3",7.451188873280339,7.634178563185547
17,"Anacapa-Dume alt 1, Subsection 4",7.453369664285316,7.642285990982098
18,"Anaheim, Subsection 0",7.657242196777098,7.613666906209872
19,"Anaheim, Subsection 1",7.644934753183272,7.609500894432368
20,"Anaheim, Subsection 2",7.583165418941108,7.609509454070276
21,"Antelope Valley 2011, Subsection 0",7.378383033562535,6.85535649016967
22,"Antelope Valley 2011, Subsection 1",7.374157677204747,6.851885391528936
23,"Antelope Valley 2011, Subsection 2",7.369784184070449,6.749158681738356
24,"Antelope Valley 2011, Subsection 3",7.368437561529961,6.749158681738356
25,"Antelope Valley 2011, Subsection 4",7.372346106594438,6.851885391528935
26,"Antelope Valley 2011, Subsection 5",7.374890003860151,6.85535649016967
27,"Ash Hill, Subsection 0",7.291279417135126,6.8209195431745036
28,"Ash Hill, Subsection 1",7.291279417135126,6.757089690477432
29,"Ash Hill, Subsection 2",7.291279417135126,6.753821128305235
30,"Ash Hill, Subsection 3",7.291279417135126,6.751762103263827
31,"Ash Hill, Subsection 4",7.291174531288617,6.751762103263828
32,"Ash Hill, Subsection 5",7.290922558278151,6.753821128305236
33,"Ash Hill, Subsection 6",7.290862310609508,6.757089690477434
34,"Ash Hill, Subsection 7",7.29556779100521,6.820919543174505
35,"Baker, Subsection 0",7.3732235063109135,7.782831761891968
36,"Baker, Subsection 1",7.347495795598982,7.778916338869573
37,"Baker, Subsection 2",7.342451857155612,7.774982735341211
38,"Baker, Subsection 3",7.338264661729364,7.7711189554219375
39,"Baker, Subsection 4",7.322499451921038,7.768445280738095
40,"Baker, Subsection 5",7.31594592738095,7.766993967700591
41,"Baker, Subsection 6",7.324926645264467,7.765646692618647
42,"Baker, Subsection 7",7.314332010010661,7.764140818941635
43,"Baker, Subsection 8",7.295266157092084,7.762288600454049
44,"Baker, Subsection 9",7.29169415168028,7.760188832112902
45,"Baker, Subsection 10",7.254706502343484,7.75723116951414
46,"Baker, Subsection 11",7.224072573541814,7.757050729208456
47,"Baker, Subsection 12",7.049418734021169,7.757042619157234
48,"Baker, Subsection 13",7.050177784160494,7.75734565563192
49,"Bartlett Springs 2011 CFM, Subsection 0",7.590016102971556,7.652854294963522
50,"Bartlett Springs 2011 CFM, Subsection 1",7.590596380816137,7.653912706183937
51,"Bartlett Springs 2011 CFM, Subsection 2",7.585758559138419,7.6579120714357325
52,"Bartlett Springs 2011 CFM, Subsection 3",7.57968389962015,7.662475361553411
53,"Bartlett Springs 2011 CFM, Subsection 4",7.579035488227854,7.667716578163698
54,"Bartlett Springs 2011 CFM, Subsection 5",7.578955973099228,7.672339430702827
55,"Bartlett Springs 2011 CFM, Subsection 6",7.579105707510931,7.675976580057169
56,"Bartlett Springs 2011 CFM, Subsection 7",7.578514788006888,7.678847187067588
57,"Bartlett Springs 2011 CFM, Subsection 8",7.575505297431635,7.682092492001642
58,"Bartlett Springs 2011 CFM, Subsection 9",7.571340947484414,7.684905746801016
59,"Bartlett Springs 2011 CFM, Subsection 10",7.577828874880662,7.687461522896469
60,"Bartlett Springs 2011 CFM, Subsection 11",7.544443535485558,7.689899004698408
61,"Bartlett Springs 2011 CFM, Subsection 12",7.467125518317967,7.6917082358843505
62,"Bartlett Springs 2011 CFM, Subsection 13",7.4546710961868845,7.693122628824756
63,"Bartlett Springs 2011 CFM, Subsection 14",7.448371653435071,7.6944484022736
64,"Bartlett Springs 2011 CFM, Subsection 15",7.439734019122767,7.695772639795705
65,"Bartlett Springs 2011 CFM, Subsection 16",7.438278162751589,7.696600877603451
66,"Bartlett Springs 2011 CFM, Subsection 17",7.438936995150044,7.697426975146462
