Min Mag,Mean,Standard Deviation,COV
6.0,0.9997293,0.32202473,0.32211193
6.5,0.99970293,0.30723533,0.3073266
7.0,0.999359,0.31954166,0.3197466
7.5,0.99704796,0.46835208,0.46973878
