Min Mag,Mean,Standard Deviation,COV
6.0,0.99961674,0.7785785,0.778877
6.5,0.9995404,0.60721284,0.607492
7.0,0.99927855,0.5069739,0.50733995
7.5,0.9977939,0.49008998,0.49117357
