Magnitude,Mean,Standard Deviation
10.0,2.3385453,1.6108243
30.0,1.6104323,1.061424
50.0,1.8232094,1.0383371
70.0,2.114833,1.1126634
90.0,2.2830968,1.1053965
110.0,2.3204083,1.127284
130.0,2.495332,1.1624489
150.0,2.5178497,1.0245241
170.0,2.3788009,0.8138088
190.0,2.339926,0.7096786
210.0,2.436111,0.63757765
